0,3
0,4
0,14
0,15
1,1
1,3
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,15
1,17
1,18
2,1
2,3
2,5
2,13
2,15
2,17
3,3
3,5
3,7
3,8
3,9
3,10
3,11
3,13
3,15
3,17
3,19
4,0
4,1
4,3
4,5
4,8
4,11
4,13
4,15
4,17
4,19
5,0
5,3
5,6
5,9
5,11
5,13
5,15
6,2
6,3
6,4
6,7
6,11
6,13
6,15
6,17
6,18
7,1
7,5
7,7
7,8
7,9
7,10
7,13
7,15
7,17
8,1
8,3
8,5
8,12
8,15
8,17
8,18
9,1
9,3
9,6
9,7
9,8
9,9
9,10
9,11
9,12
9,14
9,15
9,16
9,17
9,18
10,3
10,4
*
4,9
%
0,0/0,19
