0,1
1,1
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
2,1
2,3
2,18
3,1
3,3
3,5
3,6
3,7
3,8
3,9
3,10
3,11
3,12
3,13
3,14
3,15
3,16
3,18
4,1
4,3
4,5
4,16
4,18
5,1
5,3
5,5
5,6
5,7
5,8
5,9
5,10
5,11
5,12
5,13
5,14
5,16
5,18
6,1
6,3
6,16
6,18
7,1
7,3
7,4
7,5
7,6
7,7
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,15
7,16
7,18
8,1
8,18
9,1
9,2
9,3
9,4
9,5
9,6
9,7
9,8
9,9
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
9,18
*
0,0
4,6
