0,0
0,7
0,10
0,11
1,2
1,3
1,4
1,5
1,7
1,8
1,11
1,13
1,14
1,15
1,17
1,18
1,19
2,0
2,1
2,2
2,3
2,4
2,8
2,9
2,13
2,19
3,0
3,5
3,6
3,9
3,11
3,13
3,14
3,15
3,17
3,19
4,0
4,2
4,3
4,4
4,6
4,7
4,11
4,17
4,19
5,0
5,9
5,11
5,13
5,14
5,15
5,17
6,0
6,3
6,5
6,8
6,9
6,10
6,11
6,13
6,14
6,15
6,17
7,0
7,2
7,3
7,5
7,6
7,7
7,13
7,15
7,16
7,17
8,0
8,7
8,9
8,10
8,11
8,12
8,13
8,15
8,19
9,0
9,2
9,3
9,4
9,5
9,15
9,17
9,18
9,19
10,0
10,3
10,4
10,5
10,6
10,7
10,8
10,9
10,11
10,12
10,13
10,14
10,15
*
10,10
%
1,0/0,19/10,19
