0,1
0,5
0,7
0,8
0,12
0,16
1,1
1,3
1,5
1,7
1,10
1,14
1,18
2,3
2,5
2,9
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,18
3,0
3,1
3,2
3,5
3,6
3,7
3,8
4,1
4,4
4,7
4,10
4,11
4,12
4,13
4,14
4,15
4,16
4,17
5,3
5,7
5,9
5,11
5,13
5,18
5,19
6,1
6,2
6,5
6,7
6,15
6,16
6,19
7,1
7,4
7,7
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,15
7,16
8,1
8,3
8,6
8,10
8,14
8,18
9,3
9,5
9,6
9,8
9,10
9,12
9,14
9,16
9,18
10,1
10,2
10,3
10,8
10,12
10,16
*
10,19
%
0,0/0,6
