0,1
0,8
0,12
0,16
1,1
1,3
1,4
1,5
1,6
1,8
1,10
1,12
1,14
1,16
1,18
2,1
2,6
2,8
2,10
2,12
2,14
2,16
2,18
3,1
3,2
3,3
3,4
3,6
3,8
3,10
3,12
3,14
3,16
3,18
4,1
4,6
4,8
4,10
4,12
4,14
4,16
4,18
5,1
5,3
5,4
5,6
5,8
5,10
5,12
5,14
5,16
5,18
6,6
6,8
6,10
6,12
6,14
6,16
6,18
7,0
7,1
7,2
7,3
7,4
7,5
7,8
7,10
7,12
7,14
7,16
7,18
8,7
8,10
8,14
8,18
9,1
9,2
9,3
9,4
9,5
9,6
9,9
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
9,18
10,8
10,9
*
0,0
10,10
