0,1
0,12
0,13
0,14
0,15
0,16
0,17
0,18
1,1
1,2
1,3
1,5
1,6
1,7
1,8
1,9
1,10
2,3
2,4
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,19
3,0
3,1
3,3
3,6
3,7
3,10
3,18
3,19
4,3
4,5
4,8
4,9
4,12
4,13
4,14
4,15
4,16
4,19
5,1
5,2
5,3
5,7
5,11
5,17
5,19
6,1
6,3
6,4
6,6
6,9
6,10
6,11
6,13
6,15
6,17
6,19
7,1
7,6
7,8
7,13
7,15
7,17
7,19
8,1
8,3
8,4
8,6
8,8
8,10
8,11
8,12
8,15
8,17
9,1
9,4
9,5
9,6
9,8
9,10
9,11
9,12
9,14
9,15
9,17
9,18
9,19
10,1
10,8
10,14
10,15
*
0,0
0,19
@
10,0 10,9;10,19 8,19;2,10 1,4
